VulnerabilityID,PkgID,PkgName,PkgIdentifier,InstalledVersion,Status,Layer,SeveritySource,PrimaryURL,DataSource,Title,Description,Severity,CweIDs,VendorSeverity,CVSS,References,PublishedDate,LastModifiedDate
CVE-2024-26458,libk5crypto3@1.20.1-2+deb12u2,libk5crypto3,@{PURL=pkg:deb/debian/libk5crypto3@1.20.1-2%2Bdeb12u2?arch=amd64&distro=debian-12.10; UID=a6385e8d146138e3},1.20.1-2+deb12u2,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},debian,https://avd.aquasec.com/nvd/cve-2024-26458,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},krb5: Memory leak at /krb5/src/lib/rpc/pmap_rmt.c,Kerberos 5 (aka krb5) 1.21.2 contains a memory leak in /krb5/src/lib/rpc/pmap_rmt.c.,LOW,,@{alma=2; amazon=2; azure=2; cbl-mariner=2; debian=1; oracle-oval=2; photon=2; redhat=1; rocky=1; ubuntu=1},@{redhat=},System.Object[],2024-02-29T01:44:18.78Z,2024-12-06T21:15:06.28Z
CVE-2024-26461,libk5crypto3@1.20.1-2+deb12u2,libk5crypto3,@{PURL=pkg:deb/debian/libk5crypto3@1.20.1-2%2Bdeb12u2?arch=amd64&distro=debian-12.10; UID=a6385e8d146138e3},1.20.1-2+deb12u2,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},debian,https://avd.aquasec.com/nvd/cve-2024-26461,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},krb5: Memory leak at /krb5/src/lib/gssapi/krb5/k5sealv3.c,Kerberos 5 (aka krb5) 1.21.2 contains a memory leak vulnerability in /krb5/src/lib/gssapi/krb5/k5sealv3.c.,LOW,System.Object[],@{alma=2; amazon=2; azure=3; cbl-mariner=3; debian=1; oracle-oval=2; photon=2; redhat=1; rocky=1; ubuntu=1},@{redhat=},System.Object[],2024-02-29T01:44:18.82Z,2024-11-21T09:02:26.477Z
CVE-2024-26462,libkrb5-3@1.20.1-2+deb12u2,libkrb5-3,@{PURL=pkg:deb/debian/libkrb5-3@1.20.1-2%2Bdeb12u2?arch=amd64&distro=debian-12.10; UID=84bd54cf04d783a},1.20.1-2+deb12u2,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},nvd,https://avd.aquasec.com/nvd/cve-2024-26462,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},krb5: Memory leak at /krb5/src/kdc/ndr.c,Kerberos 5 (aka krb5) 1.21.2 contains a memory leak vulnerability in /krb5/src/kdc/ndr.c.,MEDIUM,System.Object[],@{alma=2; amazon=2; azure=2; nvd=2; oracle-oval=2; photon=2; redhat=2; ubuntu=2},@{nvd=; redhat=},System.Object[],2024-02-29T01:44:18.857Z,2025-03-25T20:15:21.143Z
CVE-2025-24528,libkrb5-3@1.20.1-2+deb12u2,libkrb5-3,@{PURL=pkg:deb/debian/libkrb5-3@1.20.1-2%2Bdeb12u2?arch=amd64&distro=debian-12.10; UID=84bd54cf04d783a},1.20.1-2+deb12u2,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},,https://avd.aquasec.com/nvd/cve-2025-24528,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},krb5: overflow when calculating ulog block size,"A flaw was found in krb5. With incremental propagation enabled, an authenticated attacker can cause kadmind to write beyond the end of the mapped region for the iprop log file. This issue can trigger a process crash and lead to a denial of service.",MEDIUM,,@{alma=2; oracle-oval=2; redhat=2; ubuntu=2},@{redhat=},System.Object[],,
CVE-2018-5709,libkrb5-3@1.20.1-2+deb12u2,libkrb5-3,@{PURL=pkg:deb/debian/libkrb5-3@1.20.1-2%2Bdeb12u2?arch=amd64&distro=debian-12.10; UID=84bd54cf04d783a},1.20.1-2+deb12u2,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},debian,https://avd.aquasec.com/nvd/cve-2018-5709,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},krb5: integer overflow in dbentry->n_key_data in kadmin/dbutil/dump.c,"An issue was discovered in MIT Kerberos 5 (aka krb5) through 1.16. There is a variable ""dbentry->n_key_data"" in kadmin/dbutil/dump.c that can store 16-bit data but unknowingly the developer has assigned a ""u4"" variable to it, which is for 32-bit data. An attacker can use this vulnerability to affect other artifacts of the database as we know that a Kerberos database dump file contains trusted data.",LOW,System.Object[],@{debian=1; nvd=3; redhat=2},@{nvd=; redhat=},System.Object[],2018-01-16T09:29:00.5Z,2024-11-21T04:09:13.037Z
CVE-2024-26458,libkrb5-3@1.20.1-2+deb12u2,libkrb5-3,@{PURL=pkg:deb/debian/libkrb5-3@1.20.1-2%2Bdeb12u2?arch=amd64&distro=debian-12.10; UID=84bd54cf04d783a},1.20.1-2+deb12u2,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},debian,https://avd.aquasec.com/nvd/cve-2024-26458,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},krb5: Memory leak at /krb5/src/lib/rpc/pmap_rmt.c,Kerberos 5 (aka krb5) 1.21.2 contains a memory leak in /krb5/src/lib/rpc/pmap_rmt.c.,LOW,,@{alma=2; amazon=2; azure=2; cbl-mariner=2; debian=1; oracle-oval=2; photon=2; redhat=1; rocky=1; ubuntu=1},@{redhat=},System.Object[],2024-02-29T01:44:18.78Z,2024-12-06T21:15:06.28Z
CVE-2024-26461,libkrb5-3@1.20.1-2+deb12u2,libkrb5-3,@{PURL=pkg:deb/debian/libkrb5-3@1.20.1-2%2Bdeb12u2?arch=amd64&distro=debian-12.10; UID=84bd54cf04d783a},1.20.1-2+deb12u2,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},debian,https://avd.aquasec.com/nvd/cve-2024-26461,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},krb5: Memory leak at /krb5/src/lib/gssapi/krb5/k5sealv3.c,Kerberos 5 (aka krb5) 1.21.2 contains a memory leak vulnerability in /krb5/src/lib/gssapi/krb5/k5sealv3.c.,LOW,System.Object[],@{alma=2; amazon=2; azure=3; cbl-mariner=3; debian=1; oracle-oval=2; photon=2; redhat=1; rocky=1; ubuntu=1},@{redhat=},System.Object[],2024-02-29T01:44:18.82Z,2024-11-21T09:02:26.477Z
CVE-2024-26462,libkrb5support0@1.20.1-2+deb12u2,libkrb5support0,@{PURL=pkg:deb/debian/libkrb5support0@1.20.1-2%2Bdeb12u2?arch=amd64&distro=debian-12.10; UID=9d869b6ab3b3ff5b},1.20.1-2+deb12u2,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},nvd,https://avd.aquasec.com/nvd/cve-2024-26462,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},krb5: Memory leak at /krb5/src/kdc/ndr.c,Kerberos 5 (aka krb5) 1.21.2 contains a memory leak vulnerability in /krb5/src/kdc/ndr.c.,MEDIUM,System.Object[],@{alma=2; amazon=2; azure=2; nvd=2; oracle-oval=2; photon=2; redhat=2; ubuntu=2},@{nvd=; redhat=},System.Object[],2024-02-29T01:44:18.857Z,2025-03-25T20:15:21.143Z
CVE-2025-24528,libkrb5support0@1.20.1-2+deb12u2,libkrb5support0,@{PURL=pkg:deb/debian/libkrb5support0@1.20.1-2%2Bdeb12u2?arch=amd64&distro=debian-12.10; UID=9d869b6ab3b3ff5b},1.20.1-2+deb12u2,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},,https://avd.aquasec.com/nvd/cve-2025-24528,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},krb5: overflow when calculating ulog block size,"A flaw was found in krb5. With incremental propagation enabled, an authenticated attacker can cause kadmind to write beyond the end of the mapped region for the iprop log file. This issue can trigger a process crash and lead to a denial of service.",MEDIUM,,@{alma=2; oracle-oval=2; redhat=2; ubuntu=2},@{redhat=},System.Object[],,
CVE-2018-5709,libkrb5support0@1.20.1-2+deb12u2,libkrb5support0,@{PURL=pkg:deb/debian/libkrb5support0@1.20.1-2%2Bdeb12u2?arch=amd64&distro=debian-12.10; UID=9d869b6ab3b3ff5b},1.20.1-2+deb12u2,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},debian,https://avd.aquasec.com/nvd/cve-2018-5709,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},krb5: integer overflow in dbentry->n_key_data in kadmin/dbutil/dump.c,"An issue was discovered in MIT Kerberos 5 (aka krb5) through 1.16. There is a variable ""dbentry->n_key_data"" in kadmin/dbutil/dump.c that can store 16-bit data but unknowingly the developer has assigned a ""u4"" variable to it, which is for 32-bit data. An attacker can use this vulnerability to affect other artifacts of the database as we know that a Kerberos database dump file contains trusted data.",LOW,System.Object[],@{debian=1; nvd=3; redhat=2},@{nvd=; redhat=},System.Object[],2018-01-16T09:29:00.5Z,2024-11-21T04:09:13.037Z
CVE-2024-26458,libkrb5support0@1.20.1-2+deb12u2,libkrb5support0,@{PURL=pkg:deb/debian/libkrb5support0@1.20.1-2%2Bdeb12u2?arch=amd64&distro=debian-12.10; UID=9d869b6ab3b3ff5b},1.20.1-2+deb12u2,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},debian,https://avd.aquasec.com/nvd/cve-2024-26458,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},krb5: Memory leak at /krb5/src/lib/rpc/pmap_rmt.c,Kerberos 5 (aka krb5) 1.21.2 contains a memory leak in /krb5/src/lib/rpc/pmap_rmt.c.,LOW,,@{alma=2; amazon=2; azure=2; cbl-mariner=2; debian=1; oracle-oval=2; photon=2; redhat=1; rocky=1; ubuntu=1},@{redhat=},System.Object[],2024-02-29T01:44:18.78Z,2024-12-06T21:15:06.28Z
CVE-2024-26461,libkrb5support0@1.20.1-2+deb12u2,libkrb5support0,@{PURL=pkg:deb/debian/libkrb5support0@1.20.1-2%2Bdeb12u2?arch=amd64&distro=debian-12.10; UID=9d869b6ab3b3ff5b},1.20.1-2+deb12u2,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},debian,https://avd.aquasec.com/nvd/cve-2024-26461,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},krb5: Memory leak at /krb5/src/lib/gssapi/krb5/k5sealv3.c,Kerberos 5 (aka krb5) 1.21.2 contains a memory leak vulnerability in /krb5/src/lib/gssapi/krb5/k5sealv3.c.,LOW,System.Object[],@{alma=2; amazon=2; azure=3; cbl-mariner=3; debian=1; oracle-oval=2; photon=2; redhat=1; rocky=1; ubuntu=1},@{redhat=},System.Object[],2024-02-29T01:44:18.82Z,2024-11-21T09:02:26.477Z
CVE-2023-2953,libldap-2.5-0@2.5.13+dfsg-5,libldap-2.5-0,@{PURL=pkg:deb/debian/libldap-2.5-0@2.5.13%2Bdfsg-5?arch=amd64&distro=debian-12.10; UID=b9bd1cf03a5819bf},2.5.13+dfsg-5,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},nvd,https://avd.aquasec.com/nvd/cve-2023-2953,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},openldap: null pointer dereference in  ber_memalloc_x  function,A vulnerability was found in openldap. This security flaw causes a null pointer dereference in ber_memalloc_x() function.,HIGH,System.Object[],@{alma=1; amazon=2; bitnami=3; cbl-mariner=3; nvd=3; oracle-oval=1; photon=3; redhat=1; ubuntu=1},@{bitnami=; nvd=; redhat=},System.Object[],2023-05-30T22:15:10.613Z,2025-01-10T22:15:23.557Z
CVE-2015-3276,libldap-2.5-0@2.5.13+dfsg-5,libldap-2.5-0,@{PURL=pkg:deb/debian/libldap-2.5-0@2.5.13%2Bdfsg-5?arch=amd64&distro=debian-12.10; UID=b9bd1cf03a5819bf},2.5.13+dfsg-5,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},debian,https://avd.aquasec.com/nvd/cve-2015-3276,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},openldap: incorrect multi-keyword mode cipherstring parsing,"The nss_parse_ciphers function in libraries/libldap/tls_m.c in OpenLDAP does not properly parse OpenSSL-style multi-keyword mode cipher strings, which might cause a weaker than intended cipher to be used and allow remote attackers to have unspecified impact via unknown vectors.",LOW,,@{amazon=2; cbl-mariner=3; debian=1; nvd=3; oracle-oval=2; redhat=2},@{nvd=; redhat=},System.Object[],2015-12-07T20:59:03.023Z,2024-11-21T02:29:03.44Z
CVE-2017-14159,libldap-2.5-0@2.5.13+dfsg-5,libldap-2.5-0,@{PURL=pkg:deb/debian/libldap-2.5-0@2.5.13%2Bdfsg-5?arch=amd64&distro=debian-12.10; UID=b9bd1cf03a5819bf},2.5.13+dfsg-5,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},debian,https://avd.aquasec.com/nvd/cve-2017-14159,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},openldap: Privilege escalation via PID file manipulation,"slapd in OpenLDAP 2.4.45 and earlier creates a PID file after dropping privileges to a non-root account, which might allow local users to kill arbitrary processes by leveraging access to this non-root account for PID file modification before a root script executes a ""kill `cat /pathname`"" command, as demonstrated by openldap-initscript.",LOW,System.Object[],@{debian=1; nvd=2; redhat=1},@{nvd=; redhat=},System.Object[],2017-09-05T18:29:00.133Z,2024-11-21T03:12:15.31Z
CVE-2017-17740,libldap-2.5-0@2.5.13+dfsg-5,libldap-2.5-0,@{PURL=pkg:deb/debian/libldap-2.5-0@2.5.13%2Bdfsg-5?arch=amd64&distro=debian-12.10; UID=b9bd1cf03a5819bf},2.5.13+dfsg-5,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},debian,https://avd.aquasec.com/nvd/cve-2017-17740,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},openldap: contrib/slapd-modules/nops/nops.c attempts to free stack buffer allowing remote attackers to cause a denial of service,"contrib/slapd-modules/nops/nops.c in OpenLDAP through 2.4.45, when both the nops module and the memberof overlay are enabled, attempts to free a buffer that was allocated on the stack, which allows remote attackers to cause a denial of service (slapd crash) via a member MODDN operation.",LOW,System.Object[],@{debian=1; nvd=3; redhat=2},@{nvd=; redhat=},System.Object[],2017-12-18T06:29:00.397Z,2024-11-21T03:18:33.76Z
CVE-2020-15719,libldap-2.5-0@2.5.13+dfsg-5,libldap-2.5-0,@{PURL=pkg:deb/debian/libldap-2.5-0@2.5.13%2Bdfsg-5?arch=amd64&distro=debian-12.10; UID=b9bd1cf03a5819bf},2.5.13+dfsg-5,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},debian,https://avd.aquasec.com/nvd/cve-2020-15719,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},openldap: Certificate validation incorrectly matches name against CN-ID,"libldap in certain third-party OpenLDAP packages has a certificate-validation flaw when the third-party package is asserting RFC6125 support. It considers CN even when there is a non-matching subjectAltName (SAN). This is fixed in, for example, openldap-2.4.46-10.el8 in Red Hat Enterprise Linux.",LOW,System.Object[],@{bitnami=2; debian=1; nvd=2; redhat=1},@{bitnami=; nvd=; redhat=},System.Object[],2020-07-14T14:15:17.667Z,2024-11-21T05:06:05.903Z
CVE-2022-0563,libmount1@2.38.1-5+deb12u3,libmount1,@{PURL=pkg:deb/debian/libmount1@2.38.1-5%2Bdeb12u3?arch=amd64&distro=debian-12.10; UID=6ebca51aff38e6ce},2.38.1-5+deb12u3,affected,@{DiffID=sha256:1287fbecdfcce6ee8cf2436e5b9e9d86a4648db2d91080377d499737f1b307f3},debian,https://avd.aquasec.com/nvd/cve-2022-0563,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},util-linux: partial disclosure of arbitrary files in chfn and chsh when compiled with libreadline,"A flaw was found in the util-linux chfn and chsh utilities when compiled with Readline support. The Readline library uses an ""INPUTRC"" environment variable to get a path to the library config file. When the library cannot parse the specified file, it prints an error message containing data from the file. This flaw allows an unprivileged user to read root-owned files, potentially leading to privilege escalation. This flaw affects util-linux versions prior to 2.37.4.",LOW,System.Object[],@{amazon=2; cbl-mariner=2; debian=1; nvd=2; photon=2; redhat=2},@{nvd=; redhat=},System.Object[],2022-02-21T19:15:08.393Z,2024-11-21T06:38:55.503Z
CVE-2024-10041,libpam-modules@1.5.2-6+deb12u1,libpam-modules,@{PURL=pkg:deb/debian/libpam-modules@1.5.2-6%2Bdeb12u1?arch=amd64&distro=debian-12.10; UID=854c4c35b318f724},1.5.2-6+deb12u1,affected,@{DiffID=sha256:1287fbecdfcce6ee8cf2436e5b9e9d86a4648db2d91080377d499737f1b307f3},,https://avd.aquasec.com/nvd/cve-2024-10041,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},pam: libpam: Libpam vulnerable to read hashed password,"A vulnerability was found in PAM. The secret information is stored in memory, where the attacker can trigger the victim program to execute by sending characters to its standard input (stdin). As this occurs, the attacker can train the branch predictor to execute an ROP chain speculatively. This flaw could result in leaked passwords, such as those found in /etc/shadow while performing authentications.",MEDIUM,System.Object[],@{alma=2; azure=2; oracle-oval=2; redhat=2; rocky=3; ubuntu=2},@{redhat=},System.Object[],2024-10-23T14:15:03.97Z,2024-12-18T10:15:05.85Z
CVE-2024-22365,libpam-modules@1.5.2-6+deb12u1,libpam-modules,@{PURL=pkg:deb/debian/libpam-modules@1.5.2-6%2Bdeb12u1?arch=amd64&distro=debian-12.10; UID=854c4c35b318f724},1.5.2-6+deb12u1,affected,@{DiffID=sha256:1287fbecdfcce6ee8cf2436e5b9e9d86a4648db2d91080377d499737f1b307f3},nvd,https://avd.aquasec.com/nvd/cve-2024-22365,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},pam: allowing unprivileged user to block another user namespace,linux-pam (aka Linux PAM) before 1.6.0 allows attackers to cause a denial of service (blocked login process) via mkfifo because the openat call (for protect_dir) lacks O_DIRECTORY.,MEDIUM,,@{alma=2; amazon=1; azure=2; cbl-mariner=2; nvd=2; oracle-oval=2; photon=2; redhat=2; rocky=2; ubuntu=2},@{nvd=; redhat=},System.Object[],2024-02-06T08:15:52.203Z,2024-11-21T08:56:07.76Z
CVE-2024-10041,libpam-modules-bin@1.5.2-6+deb12u1,libpam-modules-bin,@{PURL=pkg:deb/debian/libpam-modules-bin@1.5.2-6%2Bdeb12u1?arch=amd64&distro=debian-12.10; UID=6e01953a38b979ef},1.5.2-6+deb12u1,affected,@{DiffID=sha256:1287fbecdfcce6ee8cf2436e5b9e9d86a4648db2d91080377d499737f1b307f3},,https://avd.aquasec.com/nvd/cve-2024-10041,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},pam: libpam: Libpam vulnerable to read hashed password,"A vulnerability was found in PAM. The secret information is stored in memory, where the attacker can trigger the victim program to execute by sending characters to its standard input (stdin). As this occurs, the attacker can train the branch predictor to execute an ROP chain speculatively. This flaw could result in leaked passwords, such as those found in /etc/shadow while performing authentications.",MEDIUM,System.Object[],@{alma=2; azure=2; oracle-oval=2; redhat=2; rocky=3; ubuntu=2},@{redhat=},System.Object[],2024-10-23T14:15:03.97Z,2024-12-18T10:15:05.85Z
CVE-2024-22365,libpam-modules-bin@1.5.2-6+deb12u1,libpam-modules-bin,@{PURL=pkg:deb/debian/libpam-modules-bin@1.5.2-6%2Bdeb12u1?arch=amd64&distro=debian-12.10; UID=6e01953a38b979ef},1.5.2-6+deb12u1,affected,@{DiffID=sha256:1287fbecdfcce6ee8cf2436e5b9e9d86a4648db2d91080377d499737f1b307f3},nvd,https://avd.aquasec.com/nvd/cve-2024-22365,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},pam: allowing unprivileged user to block another user namespace,linux-pam (aka Linux PAM) before 1.6.0 allows attackers to cause a denial of service (blocked login process) via mkfifo because the openat call (for protect_dir) lacks O_DIRECTORY.,MEDIUM,,@{alma=2; amazon=1; azure=2; cbl-mariner=2; nvd=2; oracle-oval=2; photon=2; redhat=2; rocky=2; ubuntu=2},@{nvd=; redhat=},System.Object[],2024-02-06T08:15:52.203Z,2024-11-21T08:56:07.76Z
CVE-2024-10041,libpam-runtime@1.5.2-6+deb12u1,libpam-runtime,@{PURL=pkg:deb/debian/libpam-runtime@1.5.2-6%2Bdeb12u1?arch=all&distro=debian-12.10; UID=a4ba3bc9ed7e203b},1.5.2-6+deb12u1,affected,@{DiffID=sha256:1287fbecdfcce6ee8cf2436e5b9e9d86a4648db2d91080377d499737f1b307f3},,https://avd.aquasec.com/nvd/cve-2024-10041,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},pam: libpam: Libpam vulnerable to read hashed password,"A vulnerability was found in PAM. The secret information is stored in memory, where the attacker can trigger the victim program to execute by sending characters to its standard input (stdin). As this occurs, the attacker can train the branch predictor to execute an ROP chain speculatively. This flaw could result in leaked passwords, such as those found in /etc/shadow while performing authentications.",MEDIUM,System.Object[],@{alma=2; azure=2; oracle-oval=2; redhat=2; rocky=3; ubuntu=2},@{redhat=},System.Object[],2024-10-23T14:15:03.97Z,2024-12-18T10:15:05.85Z
CVE-2024-22365,libpam-runtime@1.5.2-6+deb12u1,libpam-runtime,@{PURL=pkg:deb/debian/libpam-runtime@1.5.2-6%2Bdeb12u1?arch=all&distro=debian-12.10; UID=a4ba3bc9ed7e203b},1.5.2-6+deb12u1,affected,@{DiffID=sha256:1287fbecdfcce6ee8cf2436e5b9e9d86a4648db2d91080377d499737f1b307f3},nvd,https://avd.aquasec.com/nvd/cve-2024-22365,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},pam: allowing unprivileged user to block another user namespace,linux-pam (aka Linux PAM) before 1.6.0 allows attackers to cause a denial of service (blocked login process) via mkfifo because the openat call (for protect_dir) lacks O_DIRECTORY.,MEDIUM,,@{alma=2; amazon=1; azure=2; cbl-mariner=2; nvd=2; oracle-oval=2; photon=2; redhat=2; rocky=2; ubuntu=2},@{nvd=; redhat=},System.Object[],2024-02-06T08:15:52.203Z,2024-11-21T08:56:07.76Z
CVE-2024-10041,libpam0g@1.5.2-6+deb12u1,libpam0g,@{PURL=pkg:deb/debian/libpam0g@1.5.2-6%2Bdeb12u1?arch=amd64&distro=debian-12.10; UID=ceb03f98e63e7ec7},1.5.2-6+deb12u1,affected,@{DiffID=sha256:1287fbecdfcce6ee8cf2436e5b9e9d86a4648db2d91080377d499737f1b307f3},,https://avd.aquasec.com/nvd/cve-2024-10041,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},pam: libpam: Libpam vulnerable to read hashed password,"A vulnerability was found in PAM. The secret information is stored in memory, where the attacker can trigger the victim program to execute by sending characters to its standard input (stdin). As this occurs, the attacker can train the branch predictor to execute an ROP chain speculatively. This flaw could result in leaked passwords, such as those found in /etc/shadow while performing authentications.",MEDIUM,System.Object[],@{alma=2; azure=2; oracle-oval=2; redhat=2; rocky=3; ubuntu=2},@{redhat=},System.Object[],2024-10-23T14:15:03.97Z,2024-12-18T10:15:05.85Z
CVE-2024-22365,libpam0g@1.5.2-6+deb12u1,libpam0g,@{PURL=pkg:deb/debian/libpam0g@1.5.2-6%2Bdeb12u1?arch=amd64&distro=debian-12.10; UID=ceb03f98e63e7ec7},1.5.2-6+deb12u1,affected,@{DiffID=sha256:1287fbecdfcce6ee8cf2436e5b9e9d86a4648db2d91080377d499737f1b307f3},nvd,https://avd.aquasec.com/nvd/cve-2024-22365,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},pam: allowing unprivileged user to block another user namespace,linux-pam (aka Linux PAM) before 1.6.0 allows attackers to cause a denial of service (blocked login process) via mkfifo because the openat call (for protect_dir) lacks O_DIRECTORY.,MEDIUM,,@{alma=2; amazon=1; azure=2; cbl-mariner=2; nvd=2; oracle-oval=2; photon=2; redhat=2; rocky=2; ubuntu=2},@{nvd=; redhat=},System.Object[],2024-02-06T08:15:52.203Z,2024-11-21T08:56:07.76Z
CVE-2021-4214,libpng16-16@1.6.39-2,libpng16-16,@{PURL=pkg:deb/debian/libpng16-16@1.6.39-2?arch=amd64&distro=debian-12.10; UID=6c4f8e571f246e7},1.6.39-2,affected,@{DiffID=sha256:135f786ad04647c6e58d9a2d4f6f87bd677ef6144ab24c81a6f5be7acc63fbc9},debian,https://avd.aquasec.com/nvd/cve-2021-4214,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},libpng: hardcoded value leads to heap-overflow,"A heap overflow flaw was found in libpngs' pngimage.c program. This flaw allows an attacker with local network access to pass a specially crafted PNG file to the pngimage utility, causing an application to crash, leading to a denial of service.",LOW,System.Object[],@{debian=1; nvd=2; photon=2; redhat=2},@{nvd=; redhat=},System.Object[],2022-08-24T16:15:10.037Z,2024-11-21T06:37:10.063Z
CVE-2022-0563,libsmartcols1@2.38.1-5+deb12u3,libsmartcols1,@{PURL=pkg:deb/debian/libsmartcols1@2.38.1-5%2Bdeb12u3?arch=amd64&distro=debian-12.10; UID=ccde01db134296f8},2.38.1-5+deb12u3,affected,@{DiffID=sha256:1287fbecdfcce6ee8cf2436e5b9e9d86a4648db2d91080377d499737f1b307f3},debian,https://avd.aquasec.com/nvd/cve-2022-0563,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},util-linux: partial disclosure of arbitrary files in chfn and chsh when compiled with libreadline,"A flaw was found in the util-linux chfn and chsh utilities when compiled with Readline support. The Readline library uses an ""INPUTRC"" environment variable to get a path to the library config file. When the library cannot parse the specified file, it prints an error message containing data from the file. This flaw allows an unprivileged user to read root-owned files, potentially leading to privilege escalation. This flaw affects util-linux versions prior to 2.37.4.",LOW,System.Object[],@{amazon=2; cbl-mariner=2; debian=1; nvd=2; photon=2; redhat=2},@{nvd=; redhat=},System.Object[],2022-02-21T19:15:08.393Z,2024-11-21T06:38:55.503Z
